question_id,question_text,question_type,legal_topic,split,answerability,initial_gold_corpus_ids,validated_gold_corpus_ids,validation_decision,issue_type,support_type,recommended_action,validation_notes,validator_role,legal_expert_validated
Q079,Intizomiy jazo qancha muddat amal qiladi va qachon olib tashlanadi?,paraphrase,disciplinary_liability,test,answerable,UZLLC-LC-A315-U01,UZLLC-LC-A315-U01,validated_consistent,none,paraphrased_textual_support,keep,"Gold unit article title directly matches the question topic: Intizomiy jazoning amal qilish muddati, tugallanishi va olib tashlanishi.",model_assisted_internal_consistency_review,no
Q080,Mehnatni muhofaza qilish deganda nima tushuniladi?,paraphrase,occupational_safety_health,test,answerable,UZLLC-LC-A351-U01,UZLLC-LC-A351-U01,validated_consistent,none,paraphrased_textual_support,keep,Gold unit article title directly matches the question topic: Mehnatni muhofaza qilish tushunchasi.,model_assisted_internal_consistency_review,no
Q081,Ish beruvchi xavfsiz va gigiyenik mehnat sharoitini taʼminlashi kerakmi?,paraphrase,occupational_safety_health,test,answerable,UZLLC-LC-A352-U01,UZLLC-LC-A352-U01,validated_consistent,none,paraphrased_textual_support,keep,Gold unit article title directly matches the question topic: Mehnatni muhofaza qilishga doir talablar.,model_assisted_internal_consistency_review,no
Q082,"Ish joyi hayotimga yoki sogʻligʻimga xavf tugʻdirsa, ishni bajarishni rad qila olamanmi?",paraphrase,occupational_safety_health,test,answerable,UZLLC-LC-A358-U01,UZLLC-LC-A358-U01,validated_consistent,none,paraphrased_textual_support,keep,Gold unit article title directly matches the question topic: Xodimning oʻz hayotiga va sogʻligʻiga tahdid solayotgan ishni bajarishni rad etish huquqi.,model_assisted_internal_consistency_review,no
Q083,Majburiy tibbiy koʻriklar qaysi qoida bilan belgilanadi?,paraphrase,occupational_safety_health,test,answerable,UZLLC-LC-A360-U01,UZLLC-LC-A360-U01,validated_consistent,none,paraphrased_textual_support,keep,Gold unit article title directly matches the question topic: Majburiy tibbiy koʻriklar.,model_assisted_internal_consistency_review,no
Q084,Yangi ishga kirgan xodim mehnatni muhofaza qilish boʻyicha yoʻl-yoʻriqdan oʻtishi kerakmi?,paraphrase,occupational_safety_health,test,answerable,UZLLC-LC-A362-U01,UZLLC-LC-A362-U01,validated_consistent,none,paraphrased_textual_support,keep,Gold unit article title directly matches the question topic: Xodimlarni mehnatni muhofaza qilish boʻyicha yoʻl-yoʻriqdan oʻtkazish va oʻqitish.,model_assisted_internal_consistency_review,no
Q085,Ishlab chiqarishdagi baxtsiz hodisalar majburiy tekshiriladimi?,paraphrase,occupational_safety_health,test,answerable,UZLLC-LC-A366-U01,UZLLC-LC-A366-U01,validated_consistent,none,paraphrased_textual_support,keep,Gold unit article title directly matches the question topic: Ishlab chiqarishdagi baxtsiz hodisalar va kasb kasalliklarini tekshirish hamda hisobga olish.,model_assisted_internal_consistency_review,no
Q086,Homilador ayolni shu sabab bilan ishga olmaslik yoki ish haqini kamaytirish mumkinmi?,paraphrase,family_pregnancy_childcare_guarantees,test,answerable,UZLLC-LC-A392-U01,UZLLC-LC-A392-U01,validated_consistent,none,paraphrased_textual_support,keep,"Gold unit article title directly matches the question topic: Homiladorligi yoki farzandlari borligi sababli ishga qabul qilishni rad etishni, ishdan boʻshatishni yoki ish haqini kamaytirishni taqiqlash.",model_assisted_internal_consistency_review,no
Q087,Homilador ayol sogʻligʻi sabab yengilroq ishga oʻtkazilishi mumkinmi?,paraphrase,family_pregnancy_childcare_guarantees,test,answerable,UZLLC-LC-A394-U01,UZLLC-LC-A394-U01,validated_consistent,none,paraphrased_textual_support,keep,Gold unit article title directly matches the question topic: Homilador ayollarni yengilroq ishga yoki noqulay ishlab chiqarish omillari taʼsiridan xoli boʻlgan ishga oʻtkazish.,model_assisted_internal_consistency_review,no
Q088,Ikki yoshga toʻlmagan bolasini parvarish qilayotgan ota yoki ona boshqa ishga oʻtkazishni soʻrashi mumkinmi?,paraphrase,family_pregnancy_childcare_guarantees,test,answerable,UZLLC-LC-A395-U01,UZLLC-LC-A395-U01,validated_consistent,none,paraphrased_textual_support,keep,Gold unit article title directly matches the question topic: Ikki yoshga toʻlmagan bola parvarishini amalga oshirayotgan ota-onadan birini (vasiyni) boshqa ishga oʻtkazish.,model_assisted_internal_consistency_review,no
Q089,"Homilador ayolni tungi ishga, dam olish kuni ishga yoki xizmat safariga yuborishda cheklovlar bormi?",paraphrase,family_pregnancy_childcare_guarantees,test,answerable,UZLLC-LC-A396-U01,UZLLC-LC-A396-U01,validated_consistent,none,paraphrased_textual_support,keep,"Gold unit article title directly matches the question topic: Tungi ishlarda, ish vaqtidan tashqari ishlarda, dam olish kunlaridagi hamda ishlanmaydigan bayram kunlaridagi ishlarda homilador ayollar va bolalari bor shaxslar mehnati qoʻllanilishining hamda ularni xizmat safariga yuborishning oʻziga xos xususiyatlari.",model_assisted_internal_consistency_review,no
Q090,Homiladorlik va tugʻish taʼtili necha kun beriladi?,paraphrase,family_pregnancy_childcare_guarantees,test,answerable,UZLLC-LC-A404-U01,UZLLC-LC-A404-U01,validated_consistent,none,paraphrased_textual_support,keep,Gold unit article title directly matches the question topic: Homiladorlik va tugʻish taʼtili.,model_assisted_internal_consistency_review,no
Q091,Xodimning munosib mehnat qilish huquqi Konstitutsiya va Mehnat kodeksida qanday asoslanadi?,multi_gold,constitutional_labor_rights,dev,answerable,UZLLC-CON-A42-U01|UZLLC-LC-A2-U01,UZLLC-CON-A42-U01|UZLLC-LC-A2-U01,validated_consistent,none,multi_provision_support,keep,Question requires more than one provision; mapped to primary and secondary corpus units.,model_assisted_internal_consistency_review,no
Q092,Homilador ayolni ishga qabul qilishni rad etish taqiqlanishi qaysi konstitutsiyaviy va mehnat-huquqiy normalarga tayanadi?,multi_gold,family_pregnancy_childcare_guarantees,dev,answerable,UZLLC-CON-A42-U03|UZLLC-LC-A392-U01,UZLLC-CON-A42-U03|UZLLC-LC-A392-U01,validated_consistent,none,multi_provision_support,keep,Question requires more than one provision; mapped to primary and secondary corpus units.,model_assisted_internal_consistency_review,no
Q093,Eng kam mehnat haqi masalasi Konstitutsiya va Mehnat kodeksida qanday aks etgan?,multi_gold,wages_and_payments,dev,answerable,UZLLC-CON-A42-U02|UZLLC-LC-A245-U01,UZLLC-CON-A42-U02|UZLLC-LC-A245-U01,validated_consistent,none,multi_provision_support,keep,Question requires more than one provision; mapped to primary and secondary corpus units.,model_assisted_internal_consistency_review,no
Q094,Xavfsiz mehnat sharoitlari huquqi Konstitutsiya va Mehnat kodeksida qaysi normalar bilan mustahkamlangan?,multi_gold,occupational_safety_health,dev,answerable,UZLLC-CON-A42-U01|UZLLC-LC-A352-U01,UZLLC-CON-A42-U01|UZLLC-LC-A352-U01,validated_consistent,none,multi_provision_support,keep,Question requires more than one provision; mapped to primary and secondary corpus units.,model_assisted_internal_consistency_review,no
Q095,Xodim ishga kirganda dastlabki sinov belgilanmasligi mumkin boʻlgan shaxslar va sinov muddati chegarasi qaysi moddalarda berilgan?,multi_gold,probation_period,test,answerable,UZLLC-LC-A129-U03|UZLLC-LC-A130-U01,UZLLC-LC-A129-U03|UZLLC-LC-A130-U01,validated_consistent,none,multi_provision_support,keep,Question requires more than one provision; mapped to primary and secondary corpus units.,model_assisted_internal_consistency_review,no
Q096,Xodim oʻz tashabbusi bilan ishdan ketganda ogohlantirish va yakuniy hisob-kitob qaysi normalar bilan tartibga solinadi?,multi_gold,termination,test,answerable,UZLLC-LC-A160-U01|UZLLC-LC-A172-U03,UZLLC-LC-A160-U01|UZLLC-LC-A172-U03,validated_consistent,none,multi_provision_support,keep,Question requires more than one provision; mapped to primary and secondary corpus units.,model_assisted_internal_consistency_review,no
Q097,Ish beruvchi tashabbusi bilan shartnomani bekor qilishda asoslanganlik va oldindan ogohlantirish qaysi normalarda berilgan?,multi_gold,termination,test,answerable,UZLLC-LC-A161-U01|UZLLC-LC-A165-U01,UZLLC-LC-A161-U01|UZLLC-LC-A165-U01,validated_consistent,none,multi_provision_support,keep,Question requires more than one provision; mapped to primary and secondary corpus units.,model_assisted_internal_consistency_review,no
Q098,Mehnat shartnomasi bekor qilinganda xodimga toʻlanadigan summalar va toʻlov muddati qaysi normalarda koʻrsatilgan?,multi_gold,termination,test,answerable,UZLLC-LC-A172-U02|UZLLC-LC-A172-U03,UZLLC-LC-A172-U02|UZLLC-LC-A172-U03,validated_consistent,none,multi_provision_support,keep,Question requires more than one provision; mapped to primary and secondary corpus units.,model_assisted_internal_consistency_review,no
Q099,Ishdan boʻshaganda yakuniy hisob-kitob va ishdan boʻshatish nafaqasi qaysi qoidalar bilan bogʻliq?,multi_gold,termination,test,answerable,UZLLC-LC-A172-U03|UZLLC-LC-A173-U01,UZLLC-LC-A172-U03|UZLLC-LC-A173-U01,validated_consistent,none,multi_provision_support,keep,Question requires more than one provision; mapped to primary and secondary corpus units.,model_assisted_internal_consistency_review,no
Q100,Dam olish kuni ishlash odatda taqiqlanishi va bunday ish uchun haq toʻlash qaysi normalarda aks etadi?,multi_gold,rest_time_holidays,test,answerable,UZLLC-LC-A209-U01|UZLLC-LC-A209-U06,UZLLC-LC-A209-U01|UZLLC-LC-A209-U06,validated_consistent,none,multi_provision_support,keep,Question requires more than one provision; mapped to primary and secondary corpus units.,model_assisted_internal_consistency_review,no
Q101,Dam olish kuni ishga jalb qilishning alohida hollari va uni rasmiylashtirish tartibi qaysi normalarda berilgan?,multi_gold,rest_time_holidays,test,answerable,UZLLC-LC-A210-U01|UZLLC-LC-A212-U01,UZLLC-LC-A210-U01|UZLLC-LC-A212-U01,validated_consistent,none,multi_provision_support,keep,Question requires more than one provision; mapped to primary and secondary corpus units.,model_assisted_internal_consistency_review,no
Q102,Yillik mehnat taʼtili olish huquqi va taʼtil davrida oʻrtacha ish haqini toʻlash qaysi normalar bilan bogʻliq?,multi_gold,leave_entitlement,test,answerable,UZLLC-LC-A216-U01|UZLLC-LC-A233-U01,UZLLC-LC-A216-U01|UZLLC-LC-A233-U01,validated_consistent,none,multi_provision_support,keep,Question requires more than one provision; mapped to primary and secondary corpus units.,model_assisted_internal_consistency_review,no
Q103,Ish haqi toʻlash muddati va ish haqi kechiktirilganda ish beruvchining javobgarligi qaysi normalarda berilgan?,multi_gold,wages_and_payments,test,answerable,UZLLC-LC-A253-U01|UZLLC-LC-A253-U06,UZLLC-LC-A253-U01|UZLLC-LC-A253-U06,validated_consistent,none,multi_provision_support,keep,Question requires more than one provision; mapped to primary and secondary corpus units.,model_assisted_internal_consistency_review,no
Q104,Ishga qabul qilishni qonunga xilof ravishda rad etish va uning oqibatlari qaysi moddalarda koʻrsatilgan?,multi_gold,hiring_procedure,test,answerable,UZLLC-LC-A119-U01|UZLLC-LC-A120-U01,UZLLC-LC-A119-U01|UZLLC-LC-A120-U01,validated_consistent,none,multi_provision_support,keep,Question requires more than one provision; mapped to primary and secondary corpus units.,model_assisted_internal_consistency_review,no
Q105,Xodim xavfli ishni rad etishi va ish beruvchining xavfsiz sharoit yaratish majburiyati qaysi normalarga tayanadi?,multi_gold,occupational_safety_health,test,answerable,UZLLC-LC-A352-U01|UZLLC-LC-A358-U01,UZLLC-LC-A352-U01|UZLLC-LC-A358-U01,validated_consistent,none,multi_provision_support,keep,Question requires more than one provision; mapped to primary and secondary corpus units.,model_assisted_internal_consistency_review,no
Q106,"Men ish beruvchimni sudga bersam, ishni yutish ehtimolim qancha?",unanswerable,fact_specific_legal_advice,dev,unanswerable,,,validated_consistent,none,out_of_scope_or_requires_external_facts,keep,requires individual facts and legal representation,model_assisted_internal_consistency_review,no
Q107,Yer soligʻi stavkasi 2026-yilda qancha?,unanswerable,out_of_scope_tax_law,dev,unanswerable,,,validated_consistent,none,out_of_scope_or_requires_external_facts,keep,tax law and current rate outside labor-law corpus,model_assisted_internal_consistency_review,no
Q108,Nikohni bekor qilish uchun qaysi sudga murojaat qilish kerak?,unanswerable,out_of_scope_family_law,dev,unanswerable,,,validated_consistent,none,out_of_scope_or_requires_external_facts,keep,family law outside selected corpus,model_assisted_internal_consistency_review,no
Q109,"Uy-joy ijara shartnomasi bekor qilinsa, ijarachi qanday javobgar boʻladi?",unanswerable,out_of_scope_housing_law,test,unanswerable,,,validated_consistent,none,out_of_scope_or_requires_external_facts,keep,housing/civil law outside selected corpus,model_assisted_internal_consistency_review,no
Q110,Bojxonadan telefon olib kirishda qancha boj toʻlanadi?,unanswerable,out_of_scope_customs_law,test,unanswerable,,,validated_consistent,none,out_of_scope_or_requires_external_facts,keep,customs law outside selected corpus,model_assisted_internal_consistency_review,no
Q111,Maʼmuriy jarima miqdori qaysi holatda qancha boʻladi?,unanswerable,out_of_scope_administrative_law,test,unanswerable,,,validated_consistent,none,out_of_scope_or_requires_external_facts,keep,administrative liability outside selected corpus,model_assisted_internal_consistency_review,no
Q112,Jinoyat ishi boʻyicha ehtiyot chorasi qanday tanlanadi?,unanswerable,out_of_scope_criminal_procedure,test,unanswerable,,,validated_consistent,none,out_of_scope_or_requires_external_facts,keep,criminal procedure outside selected corpus,model_assisted_internal_consistency_review,no
Q113,"Bank kreditim ish haqimdan avtomatik ushlansa, bankka qarshi nima qilsam boʻladi?",unanswerable,fact_specific_financial_civil_issue,test,unanswerable,,,validated_consistent,none,out_of_scope_or_requires_external_facts,keep,bank/civil facts outside selected corpus,model_assisted_internal_consistency_review,no
Q114,Turkiyada ishlayotgan oʻzbekistonlik xodimga Oʻzbekiston Mehnat kodeksi tatbiq etiladimi?,unanswerable,foreign_jurisdiction,test,unanswerable,,,validated_consistent,none,out_of_scope_or_requires_external_facts,keep,foreign labor-law application requires additional law and facts,model_assisted_internal_consistency_review,no
Q115,2027-yilda eng kam ish haqi aniq necha soʻm boʻladi?,unanswerable,future_current_rate,test,unanswerable,,,validated_consistent,none,out_of_scope_or_requires_external_facts,keep,future/current monetary rate is not contained in static corpus,model_assisted_internal_consistency_review,no
Q116,Sudga berish uchun daʼvo arizasini qanday yozib berasiz?,unanswerable,legal_document_drafting,test,unanswerable,,,validated_consistent,none,out_of_scope_or_requires_external_facts,keep,requires individualized legal document drafting,model_assisted_internal_consistency_review,no
Q117,Mening ishdan boʻshatilishim noqonuniymi yoki yoʻqmi?,unanswerable,fact_specific_legal_advice,test,unanswerable,,,validated_consistent,none,out_of_scope_or_requires_external_facts,keep,requires case facts and documents,model_assisted_internal_consistency_review,no
Q118,"Kadastrda uy bank nomida chiqsa, mulk huquqini qanday tiklayman?",unanswerable,out_of_scope_property_law,test,unanswerable,,,validated_consistent,none,out_of_scope_or_requires_external_facts,keep,property/cadastre issue outside labor-law corpus,model_assisted_internal_consistency_review,no
Q119,Korxonaning soliq qarzi borligi xodimning oyligiga qanday taʼsir qiladi?,unanswerable,out_of_scope_tax_employment_mixed,test,unanswerable,,,validated_consistent,none,out_of_scope_or_requires_external_facts,keep,requires tax and corporate-law sources outside selected corpus,model_assisted_internal_consistency_review,no
Q120,Kasallik varaqasi boʻyicha nafaqa miqdori aynan qancha toʻlanadi?,unanswerable,outside_corpus_social_insurance,test,unanswerable,,,validated_consistent,none,out_of_scope_or_requires_external_facts,keep,requires social insurance/payment calculation sources outside selected corpus,model_assisted_internal_consistency_review,no
